alpha_ff4,beta_mkt_ff4,r2_ff4,n_est_obs,CAR_1_1,CAR_0_5,CAR_0_20,CAR_5_60,CAR_5_30,event_id,ticker,company_fyi,announcement_date,ai_mentioned,post_chatgpt,period,listing_region,industry,layoff_count,layoff_pct
0.00017927234603767325,1.3710642162245683,0.5320662404582248,250,-0.02689388829169968,-0.010490394460634302,-0.0593498645543383,-0.014913218804330622,-0.014913218804330622,AMZN_2025-01-29,AMZN,Amazon,2025-01-29,0,1,post_genai,US,Retail,,
0.0012817388130898916,1.3109451837398018,0.3958226930716646,250,0.014031620722201248,-0.12851443610727223,-0.1946016721080236,-0.3378397332722251,-0.3378397332722251,APP_2022-06-27,APP,AppLovin,2022-06-27,0,0,pre_genai,US,Marketing,300.0,12%
0.003017086550670295,1.7898551663619195,0.2141440760545985,250,0.02613954553183606,-0.02236111713898284,0.14754979354563227,0.34391498544945553,0.34391498544945553,APP_2024-08-15,APP,AppLovin,2024-08-15,0,1,post_genai,US,Marketing,61.0,
0.0011430787019608489,0.7421261813780013,0.31459347312466657,250,-0.01690549987998428,-0.043418666267600034,0.08520017225809051,0.07548293146473288,0.07548293146473288,APPF_2023-05-22,APPF,AppFolio,2023-05-22,0,1,post_genai,US,Real Estate,62.0,
-0.0014708201863091954,1.1728500869134113,0.35756892885910796,250,0.009387887549407815,-0.0018540144157457097,0.018188139657999577,-0.017375559034150036,-0.017375559034150036,APTV_2024-02-20,APTV,Aptiv,2024-02-20,0,1,post_genai,US,Transportation,250.0,
-0.0036518023226920016,1.943394365313119,0.4343029512000034,250,-0.024566894081750557,0.10002814505718352,-0.047066891256359586,-0.35325040943648106,-0.35325040943648106,ARVLF_2022-07-13,ARVLF,Arrival,2022-07-13,0,0,pre_genai,US,Transportation,,30%
-0.009188271860322578,0.7146609483356341,0.16157692643129207,250,0.038210618836105804,0.10400450046022351,0.2523896564810428,0.49304475860513775,0.49304475860513775,ARVLF_2023-10-05,ARVLF,Arrival,2023-10-05,0,1,post_genai,US,Transportation,,25%
-0.000862874684087594,1.6598367757925832,0.5907766490247195,250,0.02154967803321385,-0.0970569972946901,-0.28287759719261646,-0.1092615111020613,-0.1092615111020613,ASAN_2022-11-15,ASAN,Asana,2022-11-15,0,0,pre_genai,US,Other,180.0,9%
0.0006825781585453012,1.2406663055154374,0.265941959275822,250,0.020821222268400275,0.0548638841981519,0.05255171957524688,-0.06410084484646954,-0.06410084484646954,ASAN_2025-02-04,ASAN,Asana,2025-02-04,1,1,post_genai,US,Other,100.0,
-0.0030690733567100767,0.831683753939854,0.25917158278848507,250,-0.06287323532084652,-0.1832854569982129,-0.0635698596258048,-0.053917921701163135,-0.053917921701163135,AUDC_2023-05-09,AUDC,AudioCodes,2023-05-09,0,1,post_genai,US,Other,80.0,6%
0.0021867462011169935,1.4724374451820037,0.45698475085989176,250,-0.018683202467069695,-0.025754163561943294,-0.05529131558215995,0.0635614606361339,0.0635614606361339,AVGO_2025-10-17,AVGO,Broadcom,2025-10-17,0,1,post_genai,US,Hardware,247.0,
1.9446236053566887e-05,0.56916176582139,0.2165293249655036,250,-0.00035851019534461747,0.020201275962065106,0.09932067154997025,0.13023631573693686,0.13023631573693686,AZN_2022-11-08,AZN,Astra,2022-11-08,0,0,pre_genai,US,Aerospace,,16%
-8.391733521699108e-05,0.6121324924394662,0.16313734193535911,250,-0.007577955463874852,0.025175076094636175,-0.029169034613392084,-0.01634304398078677,-0.01634304398078677,AZN_2023-08-04,AZN,Astra,2023-08-04,1,1,post_genai,US,Aerospace,,25%
-0.0007694169900970957,1.1795450269777152,0.39468920701622845,250,-0.1651886793049289,-0.21013894283011544,-0.363114217059695,-0.3631930585483183,-0.3631930585483183,BARK_2023-02-09,BARK,Bark,2023-02-09,1,1,post_genai,US,Retail,126.0,12%
-0.0051514093273183036,-0.09792472438913741,0.010117397746851498,250,0.14187997110118467,0.211447813895538,0.3326020015086052,-0.012375327587559786,-0.012375327587559786,BBAI_2022-09-08,BBAI,BigBear.ai,2022-09-08,1,0,pre_genai,US,Data,,7%
-0.00033490728686432067,1.2959447387270662,0.4953548071724747,250,0.17614879117099635,0.20562096165899452,0.36025635323926963,0.4586576376707428,0.4586576376707428,BFLY_2022-08-02,BFLY,Butterfly Network,2022-08-02,0,0,pre_genai,US,Healthcare,,10%
0.0017096207180553602,1.0423295268004427,0.2822516130036813,250,0.039089248156064196,0.1512266642311072,-0.07883778402763594,-0.3164096475410309,-0.3164096475410309,BILI_2022-12-27,BILI,Bilibili,2022-12-27,0,1,pre_genai,US,Media,,30%
-0.002674342247555428,1.4254468980198125,0.2667707444850933,250,-0.06968166520372268,-0.13097285422624566,-0.13640401292880794,-0.15750680681868814,-0.15750680681868814,BIRD_2023-10-04,BIRD,Bird,2023-10-04,0,1,post_genai,US,Transportation,,
-0.0010544383160571592,2.155284471474698,0.17913582521804428,250,-0.033119862351229455,0.464408718416434,1.1225565521838166,0.776979205342542,0.776979205342542,BKKT_2024-05-03,BKKT,Bakkt,2024-05-03,1,1,post_genai,US,Crypto,28.0,
